candidate,party,criminal_cases,education,age,myneta_url
Anbalagan.P,IND,0,Literate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1953
Ashokkumar.C,IND,0,10th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1952
Balakrishnan.N,IND,0,Others,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1960
Dharmalingam.M,IND,0,Others,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1958
Jeevanantham.G,RPI(A),0,10th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1951
Kalyanasundari.M,My India Party,0,Post Graduate,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1945
Kanagapriya.R,Naam Tamilar Katchi,1,Post Graduate,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1946
Kannan.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,5th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1943
Karthik.N,IND,0,5th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1955
Karuppasamy.S,Anaithu Makkal Puratchi Katchi,0,Illiterate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1944
Kesavakumar.D,IND,0,10th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1956
Lakshmanan.E,IND,0,Literate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1963
Lakshmi Ganesan,AIADMK,0,Post Graduate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=647
Mayilvaganan.G,IND,0,8th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1961
Mgr Nambbi,All India MGR Makkal Munnetra Kazhagam,2,Post Graduate,65,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1948
Mugunthan.S,Makkal Needhi Maiam,0,10th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1950
Palanichamy.P,Bahujan Dravida Party,0,Post Graduate,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1949
Pandiarajan.S,IND,0,8th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1959
Samikkalai.G,Amma Makkal Munnettra Kazagam,0,10th Pass,55,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1947
Thangaraj.S,IND,0,8th Pass,65,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1957
Vinothkumar.M,IND,0,8th Pass,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1964
Seenivasan A.R.R,DMK,3,12th Pass,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=314
Dhamotharan R,IND,0,5th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3914
Gunasekaran G,IND,1,8th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3909
Gurunathan G,IND,0,10th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3910
Karuppiah P,IND,0,5th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3908
Manimaran N,All India Samathuva Makhal Katchi,0,8th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3907
Pandurangan G,BJP,0,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2111
Pandurengan T,IND,0,5th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3915
Pungan K,IND,0,5th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3916
Selvakumar V.R,Naam Tamilar Katchi,0,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3905
Shibi B,IND,0,Post Graduate,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3911
Suyambulingam L,Naam Indiar Party,0,5th Pass,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3904
Thangapandi N,IND,0,5th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3912
Thangaraj R,IND,0,5th Pass,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3913
Veluchamy S,IND,0,10th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=312
Vikraman N,Desa Makkal Munnetrak Kazhgam,0,Post Graduate,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=313
K.K.S.S.R.Ramachandran,DMK,9,8th Pass,71,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=306
A.P.S.Johnson,My India Party,0,Graduate Professional,25,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=833
Dhanasekarapandian,IND,0,10th Pass,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3924
E.Ramachandran,IND,0,8th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=831
G.Ramachandran,IND,0,5th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=827
G.Ranjith,IND,0,8th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3921
G.Subburaj,BSP,0,Graduate Professional,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3918
K. Boominathan,IND,0,Others,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3926
M Muthumariappan,IND,0,8th Pass,67,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=363
M.Karuppasamy,Puthiya Tamilagam,1,5th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3919
P.Prasanth,IND,0,5th Pass,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3925
Ponmuniasamy,IND,1,10th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=309
R.Ramachandran,IND,0,Post Graduate,30,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3930
R.Ramesh,DMDK,1,Post Graduate,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=826
R.S.Ramachandran,IND,0,5th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=829
S.Deenathayalan,Anaithu Makkal Puratchi Katchi,1,5th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=832
S.Pandiyan,Bahujan Dravida Party,0,Post Graduate,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3920
S.Ramachandran,IND,0,Literate,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3928
T.Ramachandran,IND,0,Others,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3929
Thanga Vadivel.A.N,IND,0,Others,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3923
Thangapandian,IND,0,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3922
Uma,Naam Tamilar Katchi,0,Graduate,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=308
V. Poornisha,IND,0,Post Graduate,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=834
V.Umadevi,Makkal Needhi Maiam,0,Graduate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=828
Venkatesan,IND,0,10th Pass,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3932
Vijayakumar,IND,0,8th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3931
Thangam Thenarasu,DMK,7,Graduate Professional,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=702
Adaikalam R,IND,0,8th Pass,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3938
Advocate. Thangapandian M,IND,0,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3943
Anandhajothi A,Naam Tamilar Katchi,0,Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3933
Arunkumar V,IND,0,5th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3939
Chennakesavan P,IND,0,5th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3941
Harikrishnan K,IND,0,Graduate,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3949
Indira B,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),0,12th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3940
Kalimuthu S,IND,0,Illiterate,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=701
Murugan S,Makkal Needhi Maiam,0,10th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3937
Rajangam C,IND,0,10th Pass,59,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3947
Rajasekar S,AIADMK,7,8th Pass,65,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=703
Rajendran R,IND,0,Graduate Professional,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3948
Ramathilagam A,IND,0,12th Pass,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3946
Sethuramalingam,IND,0,10th Pass,76,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3942
Sivasamy K K,Amma Makkal Munnettra Kazagam,1,12th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3934
Thirumurugan Palanisamy K,Puthiya Tamilagam,6,Others,26,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3935
S.S.Balaji,Viduthalai Chiruthaigal Katchi,2,Graduate Professional,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3846
A.Joshva,IND,0,Illiterate,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3852
Arumugam.K,Pattali Makkal Katchi,3,Graduate,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3844
D.Ravi,IND,0,Literate,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3851
Kothandapani.M,Amma Makkal Munnettra Kazagam,0,Graduate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3845
Lavanya.N,Makkal Needhi Maiam,0,Graduate Professional,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3847
M.Duraisamy,IND,0,8th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3849
Mohana Sundari.S,Naam Tamilar Katchi,0,Graduate,36,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=161
S.Nataraj,IND,0,8th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3850
U.Akbar Bhasha,IND,0,10th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3848
V.K.Pakkiri Ambadkar,BSP,0,10th Pass,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2043
E.V.K.S.Elangovan,INC,0,Graduate,74,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4331
Agni Sriramachandran,IND,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4285
C.M.Raghavan,IND,0,Graduate,48,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4327
Deepan Chakkravarthi.S,IND,0,12th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4317
Dr.K.Padmarajan,IND,0,Post Graduate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4348
E.Mani,Republican Party of India (Sivaraj),0,Post Graduate,65,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4276
G.Arunkumar,Tamil Nadu Ilangyar Katchi,0,10th Pass,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4272
K.Gopalakrishnan,IND,0,8th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4301
P.Jaisankar,IND,0,5th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4284
P.Prathapkumar,IND,0,12th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4300
P.Sudhakar,IND,0,Post Graduate,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4297
R.Thirumalai,IND,1,Post Graduate,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4292
S.Logesh,IND,0,12th Pass,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4299
S.Palraj,IND,0,8th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4306
Tharahai Cuthbert,INC,0,Doctorate,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4349
Jemini R,Naam Tamilar Katchi,0,Post Graduate,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4352
Manavai Kannan M,IND,3,10th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4355
Mohan Kumar M,IND,0,5th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4356
Nanthini V S,BJP,0,Graduate Professional,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4350
Om Prakash A,IND,0,Post Graduate,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4353
Rani U,AIADMK,0,12th Pass,46,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4351
Shajin R,IND,0,12th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4358
Thangappan C,IND,0,12th Pass,75,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4354
Vijaya Kumar C,IND,0,10th Pass,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4357
Anniyur Siva Alias Sivashanmugam. A,DMK,0,10th Pass,53,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4359
Agni Aalvar. N,IND,0,10th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4370
Dr.Padmarajan. K,IND,0,Post Graduate,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4383
Mohamed Saybulla. P,IND,0,Graduate Professional,31,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4385
Muthaiah. S,Thakkam Katchi,0,Graduate Professional,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4369
Sathish. R,IND,0,Graduate Professional,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4375
Chandhirakumar. V.C,DMK,0,12th Pass,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4388
Agni Aalvar,IND,0,10th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4401
C.Ravi,IND,0,12th Pass,61,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4405
Dr.K.Padmarajan.,IND,0,Post Graduate,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4421
K.Kalaiyarasan,IND,0,12th Pass,64,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4407
Logesh Sekar,IND,0,12th Pass,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4432
Pa.Savictha,Samaniya Makkal Nala Katchi,0,12th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4393
R.Thirumalai,IND,1,Post Graduate,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=4418
Babu M,Viduthalai Chiruthaigal Katchi,0,Graduate,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=928
Amarnath B,IND,0,10th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3853
Anbu Tamilsekaran P,Makkal Needhi Maiam,0,10th Pass,71,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1850
Babu E,IND,0,5th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3854
Ilayaraja S,BSP,0,Doctorate,33,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=257
Kanitha S,AIADMK,0,Graduate,56,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=258
Rajesh R,Naam Tamilar Katchi,0,Graduate Professional,34,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=78
Siva A,DMDK,1,10th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1847
Maragatham. K,AIADMK,0,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=530
Dinesh. K,Makkal Needhi Maiam,0,Post Graduate,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3856
Kothandan. A,Desiya Sirupanmayinar Makkal Iyakkam,0,Graduate,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1490
Madhanraj. M,BSP,0,12th Pass,29,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3857
Moorthi . N,DMDK,0,8th Pass,49,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3855
Ranjitham. M,IND,0,8th Pass,41,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3859
Sathya. C.E,DMK,7,Post Graduate,57,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1488
Subash. S,Makkal Munnetra Peravai,1,Post Graduate,28,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1489
Tamizhselvan. S,IND,0,10th Pass,27,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3858
Amman K.Arjunan,AIADMK,0,10th Pass,63,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=280
Arul Murugan A,IND,0,5th Pass,40,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2452
Balaji V,IND,0,Others,25,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2458
Balamurugan M,IND,0,Post Graduate,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2457
Balendran C.B,Naam Tamilar Katchi,0,Graduate,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=279
Dalit. Su. Jeyaraj,IND,0,Post Graduate,68,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2455
Durairaj K,Tamil Nadu Ilangyar Katchi,0,12th Pass,45,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=945
Kannapiran V,Dravida Murpokku Makkal Katchi,0,12th Pass,39,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2451
Kumar G.D.K,IND,0,8th Pass,43,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2453
Loganathan M,IND,0,Post Graduate,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=946
Maharishi Mandharacsalam,IND,0,8th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=8
Navamani R,IND,0,5th Pass,37,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2456
Panneer Selvaraj M,New Generation Peoples Party,0,10th Pass,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=944
Rajkumar M.P,Makkal Munnetra Peravai,0,10th Pass,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=941
Rameshkumar D,IND,0,10th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=937
Shanmugasundaram K,IND,0,8th Pass,69,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2454
Thangavelu R,Makkal Needhi Maiam,0,Graduate,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=939
Vanathi Srinivasan,BJP,2,Post Graduate,50,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=282
Abdul Wahab,Naam Tamilar Katchi,0,10th Pass,44,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=281
Alphonseraj,IND,0,5th Pass,52,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=949
Chelladurai. S,IND,0,12th Pass,60,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2463
Dhandabani,IND,0,5th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=952
Duraisamy Alias Challenger Durai,Amma Makkal Munnettra Kazagam,3,Post Graduate,62,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=948
Gopalakrishnan,New Generation Peoples Party,0,8th Pass,47,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=951
Jayachandran,IND,0,Post Graduate,51,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2465
Kumareasan. K,IND,0,10th Pass,38,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=380
Nagavalli,IND,0,Post Graduate,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=947
Palanikumar.V,IND,1,Others,35,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2464
Raghul Gandhi .K,Hindustan Janta Party,0,10th Pass,32,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2461
Roshan,BSP,0,10th Pass,42,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2459
Sanmugavel,Ganasangam Party of India,0,Graduate,54,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2460
