candidate,party,criminal_cases,education,age,total_assets,liabilities,2021_constituency,2021_district,myneta_url,total_assets_rs,liabilities_rs,sitting_MLA,bye_election
P.Balasubramanian,Samaniya Makkal Nala Katchi,1,Graduate Professional,35,"Rs 3,11,685 ~ 3 Lacs+","Rs 34,000 ~ 34 Thou+",SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1644,311685,34000,0,0
P.Ravichandran,IND,0,Others,49,"Rs 58,11,400 ~ 58 Lacs+","Rs 3,00,000 ~ 3 Lacs+",SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1648,5811400,300000,0,0
R.Uma,IND,0,10th Pass,37,"Rs 1,43,000 ~ 1 Lacs+",Rs 0 ~,SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1652,143000,0,0,0
S.Francis Mery,Indiya Jananayaka Katchi,0,8th Pass,42,"Rs 39,42,121 ~ 39 Lacs+","Rs 30,50,000 ~ 30 Lacs+",SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1645,3942121,3050000,0,0
S.Suresh,IND,0,Others,26,,,SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1646,,,0,0
Sarubala.R.Thondaiman,Amma Makkal Munnettra Kazagam,0,Post Graduate,62,"Rs 92,74,00,454 ~ 92 Crore+","Rs 18,30,85,000 ~ 18 Crore+",SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1657,927400454,183085000,0,0
V.Sethumadhavan,IND,0,Graduate Professional,39,"Rs 4,93,000 ~ 4 Lacs+",Rs 0 ~,SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1647,493000,0,0,0
Y.Jacob,IND,0,Literate,48,,,SRIRANGAM,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1653,,,0,0
"Nehru, K.N.",DMK,10,12th Pass,68,"Rs 3,93,91,122 ~ 3 Crore+","Rs 25,27,300 ~ 25 Lacs+",TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2063,39391122,2527300,1,0
"Abdullah Hassan Faizy, R.",SDPI,7,Post Graduate,31,"Rs 11,15,070 ~ 11 Lacs+",Rs 0 ~,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3555,1115070,0,0,0
"Abubacker Siddiq, M.",Makkal Needhi Maiam,1,5th Pass,37,"Rs 4,90,000 ~ 4 Lacs+",Rs 0 ~,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3554,490000,0,0,0
"Dheepan, M.",IND,0,Others,30,,,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3561,,,0,0
"Kalpana, T.",IND,0,12th Pass,48,"Rs 11,67,000 ~ 11 Lacs+",Rs 0 ~,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3556,1167000,0,0,0
"Padmanathan, V.",AIADMK,0,Graduate Professional,56,,,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=699,,,0,0
"Sahabudheen, A.J.",IND,0,8th Pass,44,"Rs 1,500 ~ 1 Thou+",Rs 0 ~,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3557,1500,0,0,0
"Selvaraj, D.",IND,0,10th Pass,57,"Rs 10,71,000 ~ 10 Lacs+","Rs 70,000 ~ 70 Thou+",TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3560,1071000,70000,0,0
"Shajahan, R.",IND,0,8th Pass,54,,,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3563,,,0,0
"Sudha, R.",IND,0,Post Graduate,35,"Rs 85,000 ~ 85 Thou+","Rs 1,80,000 ~ 1 Lacs+",TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3558,85000,180000,0,0
"Sundar Rajulu, G.",IND,0,10th Pass,52,"Rs 23,25,070 ~ 23 Lacs+",Rs 0 ~,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3559,2325070,0,0,0
"Vasudevan, A.",IND,0,Post Graduate,58,,,TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3562,,,0,0
"Vinodh, V.",Naam Tamilar Katchi,1,Post Graduate,35,"Rs 19,18,000 ~ 19 Lacs+","Rs 2,00,000 ~ 2 Lacs+",TIRUCHIRAPPALLI WEST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=700,1918000,200000,0,0
"Inigo Irudayaraj,S.",DMK,2,Doctorate,48,"Rs 17,37,11,662 ~ 17 Crore+","Rs 1,48,15,941 ~ 1 Crore+",TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2062,173711662,14815941,1,0
"Aravindan,P.",IND,0,8th Pass,45,"Rs 15,500 ~ 15 Thou+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3543,15500,0,0,0
"Arockia Satheesh,A.",IND,0,Graduate Professional,39,"Rs 1,22,38,530 ~ 1 Crore+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3544,12238530,0,0,0
"Balamurugan,A.",IND,0,10th Pass,42,,,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3549,,,0,0
"Charles Sagayaraj,P.",IND,0,Post Graduate,44,"Rs 11,66,000 ~ 11 Lacs+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3547,1166000,0,0,0
"Devakumar,T.",IND,0,8th Pass,50,"Rs 31,60,000 ~ 31 Lacs+","Rs 2,00,000 ~ 2 Lacs+",TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3548,3160000,200000,0,0
"Gaspar Regan,S.",IND,0,5th Pass,34,,,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3546,,,0,0
"Irudayaraj,S.",IND,0,Literate,60,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3545,150000,0,0,0
"Jahir Hussain,M.",IND,0,10th Pass,34,,,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3553,,,0,0
"Manoharan,M.",IND,0,10th Pass,57,"Rs 9,97,000 ~ 9 Lacs+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3551,997000,0,0,0
Manoharan.R.,Amma Makkal Munnettra Kazagam,0,Graduate,65,"Rs 11,99,53,825 ~ 11 Crore+","Rs 48,31,526 ~ 48 Lacs+",TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=696,119953825,4831526,0,0
"Maruthamuthu,N.",IND,0,8th Pass,38,,,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3550,,,0,0
"Raja,S.",IND,0,Graduate,39,"Rs 1,22,000 ~ 1 Lacs+","Rs 4,25,000 ~ 4 Lacs+",TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3552,122000,425000,0,0
"Sheik Abdullah,R.",IND,0,12th Pass,31,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=698,20000,0,0,0
"Veerasakthi,D.",Makkal Needhi Maiam,0,Graduate,49,,,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3542,,,0,0
"Vellamandi Natarajan,N.",AIADMK,0,10th Pass,71,"Rs 2,10,38,533 ~ 2 Crore+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=147,21038533,0,0,0
Vijaia Mohanaaji,Vidial Valarchi Perani,0,Graduate,68,"Rs 1,32,02,000 ~ 1 Crore+",Rs 0 ~,TIRUCHIRAPPALLI EAST,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=697,13202000,0,0,0
Anbil Mahesh Poyyamozhi,DMK,9,Post Graduate,43,"Rs 9,01,50,300 ~ 9 Crore+","Rs 5,33,716 ~ 5 Lacs+",THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2047,90150300,533716,1,0
A. Raja Mohamed,IND,0,5th Pass,47,"Rs 10,88,443 ~ 10 Lacs+","Rs 3,04,000 ~ 3 Lacs+",THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3572,1088443,304000,0,0
Jestin Raja,IND,0,Graduate,45,,,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3574,,,0,0
K. Palanisamy,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,0,5th Pass,32,"Rs 4,73,000 ~ 4 Lacs+",Rs 0 ~,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3567,473000,0,0,0
K.M. Karthik,Tamil Nadu Ilangyar Katchi,0,Post Graduate,38,"Rs 6,18,569 ~ 6 Lacs+","Rs 3,86,054 ~ 3 Lacs+",THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3565,618569,386054,0,0
Malathi Ravichandran,BSP,0,8th Pass,34,,,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=2048,,,0,0
Muruganandam M,Makkal Needhi Maiam,0,Post Graduate,45,"Rs 15,39,16,183 ~ 15 Crore+",Rs 0 ~,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3568,153916183,0,0,0
N. Muniyandi,IND,0,10th Pass,49,"Rs 5,67,400 ~ 5 Lacs+",Rs 0 ~,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3571,567400,0,0,0
N. Raju,IND,0,5th Pass,55,,,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3573,,,0,0
P Kumar,AIADMK,0,Graduate Professional,49,"Rs 6,32,18,307 ~ 6 Crore+",Rs 0 ~,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=672,63218307,0,0,0
R. Priya,IND,0,Graduate Professional,40,"Rs 12,61,200 ~ 12 Lacs+",Rs 0 ~,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3570,1261200,0,0,0
S Charles,IND,0,12th Pass,65,,,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3569,,,0,0
S. Senthilkumar,DMDK,0,Others,51,"Rs 87,97,439 ~ 87 Lacs+",Rs 0 ~,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3564,8797439,0,0,0
S.Sakthivel,New Generation Peoples Party,0,Graduate Professional,65,"Rs 1,65,20,000 ~ 1 Crore+",Rs 0 ~,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=673,16520000,0,0,0
V Cholasooran,Naam Tamilar Katchi,0,Post Graduate,40,,,THIRUVERUMBUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3566,,,0,0
A.Soundarapandian,DMK,12,12th Pass,56,"Rs 1,72,90,507 ~ 1 Crore+","Rs 29,35,250 ~ 29 Lacs+",LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1406,17290507,2935250,1,0
Anbil K.Thangamani,IND,0,Post Graduate,78,"Rs 60,10,000 ~ 60 Lacs+","Rs 19,00,000 ~ 19 Lacs+",LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1407,6010000,1900000,0,0
D.R.Dharmaraj,AIADMK,0,Post Graduate,57,,,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1411,,,0,0
I.Malar Tamil Prabha,Naam Tamilar Katchi,0,Post Graduate,28,"Rs 6,24,000 ~ 6 Lacs+","Rs 1,44,000 ~ 1 Lacs+",LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=517,624000,144000,0,0
K.Ananthababu,IND,0,8th Pass,40,"Rs 7,15,000 ~ 7 Lacs+",Rs 0 ~,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1404,715000,0,0,0
K.Dharmaraj,IND,0,5th Pass,49,,,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1403,,,0,0
K.Kamaraj,Samaniya Makkal Nala Katchi,0,10th Pass,54,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3575,100000,0,0,0
M.Vijayamurthy,Amma Makkal Munnettra Kazagam,0,Graduate,64,"Rs 5,51,44,500 ~ 5 Crore+","Rs 88,45,398 ~ 88 Lacs+",LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1408,55144500,8845398,0,0
P.M.Sahadevan,IND,0,8th Pass,55,,,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3580,,,0,0
P.Nambirajan,Puthiya Tamilagam,0,10th Pass,51,"Rs 8,45,000 ~ 8 Lacs+",Rs 0 ~,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3577,845000,0,0,0
R.Silambarasan,Anna MGR Dravida Makkal Kalgam,0,10th Pass,31,"Rs 5,35,000 ~ 5 Lacs+",Rs 0 ~,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3576,535000,0,0,0
U.Johnson,IND,0,12th Pass,67,,,LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1405,,,0,0
Veeran.Muthukumar,SHS,0,Post Graduate,47,"Rs 57,42,000 ~ 57 Lacs+","Rs 12,86,000 ~ 12 Lacs+",LALGUDI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3578,5742000,1286000,0,0
S.Kathiravan,DMK,99,12th Pass,46,"Rs 1,21,21,56,670 ~ 121 Crore+","Rs 9,70,10,900 ~ 9 Crore+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1521,1212156670,97010900,1,0
A.C.Manoharan,IND,0,12th Pass,57,"Rs 13,26,000 ~ 13 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3591,1326000,0,0,0
C. Arulmani,Akila India Vallalar Peravai,0,8th Pass,64,"Rs 10,12,000 ~ 10 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3581,1012000,0,0,0
Dr.Krishnasamy. V,Naam Tamilar Katchi,0,Post Graduate,34,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=539,,,0,0
K.Gurunathan,Samaniya Makkal Nala Katchi,0,Others,39,"Rs 11,71,725 ~ 11 Lacs+","Rs 2,01,000 ~ 2 Lacs+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1525,1171725,201000,0,0
K.Manimaraboopathi,IND,0,Illiterate,55,"Rs 16,000 ~ 16 Thou+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1535,16000,0,0,0
K.R.Elaiyaraja,IND,0,12th Pass,35,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3587,,,0,0
K.Rajinikanth,IND,0,5th Pass,41,"Rs 14,98,000 ~ 14 Lacs+","Rs 3,55,000 ~ 3 Lacs+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1530,1498000,355000,0,0
M.Dhinakaran,Puthiya Tamilagam,0,10th Pass,46,"Rs 32,15,000 ~ 32 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1526,3215000,0,0,0
M.Paranjothi,AIADMK,0,Post Graduate,60,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=540,,,0,0
M.Rajasekharn,Amma Makkal Munnettra Kazagam,5,Post Graduate,59,"Rs 4,34,75,942 ~ 4 Crore+","Rs 2,36,72,978 ~ 2 Crore+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1529,43475942,23672978,0,0
N.Mohan,IND,0,Graduate Professional,35,"Rs 16,117 ~ 16 Thou+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1522,16117,0,0,0
P. Jagadeesan,My India Party,1,Others,58,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3584,,,0,0
P. Machavallavan,IND,0,Graduate,51,"Rs 13,88,000 ~ 13 Lacs+","Rs 1,16,000 ~ 1 Lacs+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3590,1388000,116000,0,0
P. Ramalingam,IND,0,Graduate Professional,58,"Rs 1,11,50,000 ~ 1 Crore+","Rs 34,000 ~ 34 Thou+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3585,11150000,34000,0,0
P.Neelamegam,IND,0,Illiterate,74,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1536,,,0,0
P.Rajaram,IND,0,8th Pass,48,"Rs 4,67,000 ~ 4 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1534,467000,0,0,0
R. Rajasehar,IND,0,Post Graduate,49,"Rs 1,13,11,00,000 ~ 113 Crore+","Rs 2,03,99,650 ~ 2 Crore+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3586,1131100000,20399650,0,0
R.Samson,Makkal Needhi Maiam,0,10th Pass,53,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1533,,,0,0
R.Sudha,IND,0,Graduate Professional,34,"Rs 68,88,153 ~ 68 Lacs+","Rs 1,00,000 ~ 1 Lacs+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1532,6888153,100000,0,0
S. Pugazhenthi,IND,0,8th Pass,32,"Rs 1,05,000 ~ 1 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3589,105000,0,0,0
S. Rohini,Makkal Munnetra Peravai,0,Graduate Professional,27,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3583,,,0,0
S.Manoj Kumar,IND,0,Graduate Professional,34,"Rs 1,04,38,711 ~ 1 Crore+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3592,10438711,0,0,0
T. Rengaraj,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,31,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3582,,,0,0
V. Gopalakrishnan,IND,0,Post Graduate,49,"Rs 29,69,092 ~ 29 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3588,2969092,0,0,0
V.Indirani,BSP,0,5th Pass,50,"Rs 6,43,681 ~ 6 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1527,643681,0,0,0
V.M.Selvaraj,IND,0,Post Graduate,65,,,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=538,,,0,0
V.Muthusamy,IND,0,5th Pass,70,"Rs 61,37,000 ~ 61 Lacs+",Rs 0 ~,MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1531,6137000,0,0,0
V.Raju,IND,0,Post Graduate,49,"Rs 61,70,000 ~ 61 Lacs+","Rs 29,20,000 ~ 29 Lacs+",MANACHANALLUR,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3593,6170000,2920000,0,0
N. Thiyagarajan,DMK,24,Post Graduate,60,"Rs 67,85,000 ~ 67 Lacs+","Rs 10,79,000 ~ 10 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1887,6785000,1079000,1,0
A.Chandran,IND,0,Post Graduate,32,"Rs 3,08,000 ~ 3 Lacs+","Rs 2,10,000 ~ 2 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3600,308000,210000,0,0
D. Dharmalingam,Samaniya Makkal Nala Katchi,0,10th Pass,39,"Rs 9,11,600 ~ 9 Lacs+","Rs 23,000 ~ 23 Thou+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3595,911600,23000,0,0
Devanur Karthick,IND,0,Post Graduate,26,,,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3598,,,0,0
Gautham. S,Rashtriya Samaj Paksha,0,Post Graduate,30,"Rs 3,95,37,429 ~ 3 Crore+","Rs 3,79,391 ~ 3 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=554,39537429,379391,0,0
Kumar.K.S,DMDK,0,Graduate,44,"Rs 1,50,37,216 ~ 1 Crore+","Rs 12,00,000 ~ 12 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1885,15037216,1200000,0,0
M. Selvarasu,AIADMK,0,8th Pass,54,,,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=1888,,,0,0
N. Aravan,IND,0,8th Pass,30,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3596,100000,0,0,0
N. Saminathan,IND,0,Others,52,"Rs 29,08,000 ~ 29 Lacs+","Rs 1,30,000 ~ 1 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3601,2908000,130000,0,0
N. Sivakumar,IND,0,5th Pass,38,,,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3602,,,0,0
P. Loganathan,IND,0,Post Graduate,27,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3607,30000,0,0,0
R. Anandhan,IND,0,10th Pass,47,,,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3597,,,0,0
R. Michael,IND,0,10th Pass,43,"Rs 17,35,906 ~ 17 Lacs+","Rs 2,23,000 ~ 2 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3606,1735906,223000,0,0
S. Gokul,Makkal Needhi Maiam,0,Graduate Professional,28,"Rs 6,80,21,763 ~ 6 Crore+","Rs 96,49,603 ~ 96 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3594,68021763,9649603,0,0
Shanmugam,IND,0,8th Pass,36,,,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3599,,,0,0
Sridevi Ilangovan,Naam Tamilar Katchi,0,Post Graduate,45,"Rs 71,29,028 ~ 71 Lacs+","Rs 26,98,675 ~ 26 Lacs+",MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=238,7129028,2698675,0,0
T. Periyathambi,IND,0,Literate,66,"Rs 14,46,000 ~ 14 Lacs+",Rs 0 ~,MUSIRI,TIRUCHIRAPPALLI,https://www.myneta.info/TamilNadu2021/candidate.php?candidate_id=3605,1446000,0,0,0
